Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice,Ord_lotshape,Ord_utilities,Ord_landslope,Ord_exter_qual,Ord_exter_cond,Ord_bsmt_qual,Ord_kitchen_qual,Ord_fireplacequ,Ord_garage_qual,Ord_bsmt_cond,Ord_garage_cond,Ord_heatingQC,Ord_bsmt_exposure,Ord_bsmtfintype1,Ord_bsmtfintype2,Ord_electrical,Ord_functional,Ord_garage_finish,Ord_paved_drive,house_age,remod_period,garage_age,AllFlrSF,AllPorchSF,AllSF,TotalBath,Cat_neighborhoods_1,Cat_neighborhoods_2,Cat_mszone,Cat_lotconfig,Cat_housestyle,Cat_roofstyle,Cat_exterior1,Cat_exterior2,Cat_masvnrtype,Cat_foundation,Cat_garagetype
152,535304060,190,RL,70.0,13587.0,Pave,Lvl,Inside,NAmes,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,532.0,0.0,456.0,988.0,GasA,Y,988.0,0.0,0.0,988.0,1,0,1,0,2,1,5,0,Attchd,1,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,WD ,119000,4,4,3,3,3,3,3,0,3,3,3,3,3,3,1,5,8,1,3,52.0,52.0,52.0,988.0,0.0,1976.0,2.0,0,1,0,0,0,0,0,0,0,0,1
1588,921201060,20,RL,85.0,11447.0,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,TA,PConc,1571.0,0.0,393.0,1964.0,GasA,Y,1964.0,0.0,0.0,1964.0,1,0,2,1,3,1,7,1,Attchd,3,892.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,6,WD ,370000,3,4,3,4,3,5,4,4,3,3,3,5,3,6,1,5,8,3,3,3.0,2.0,3.0,1964.0,265.0,3928.0,3.5,0,0,0,0,0,0,1,1,1,1,1
2111,906392080,20,RL,64.0,7242.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,1270.0,1270.0,GasA,Y,1270.0,0.0,0.0,1270.0,0,0,2,0,2,1,6,0,Attchd,2,524.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,7,WD ,175900,4,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,2.0,1.0,2.0,1270.0,96.0,2540.0,2.0,0,1,0,0,0,0,1,1,0,1,1
813,906226120,90,RL,64.0,7018.0,Pave,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,2Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Slab,0.0,0.0,0.0,0.0,GasA,Y,1120.0,1120.0,0.0,2240.0,0,0,2,0,6,2,12,0,Detchd,2,528.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,6,WD ,142953,4,4,3,3,3,0,3,0,3,0,3,3,1,0,0,5,8,1,3,30.0,30.0,30.0,2240.0,0.0,2240.0,2.0,0,1,0,0,1,0,0,0,0,0,0
1854,533250190,120,RL,50.0,9466.0,Pave,Lvl,FR2,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,PConc,457.0,1037.0,0.0,1494.0,GasA,Y,1494.0,0.0,0.0,1494.0,1,0,1,1,1,1,5,1,Attchd,2,478.0,0.0,30.0,0.0,0.0,217.0,0.0,0.0,5,WD ,279700,2,4,3,4,3,4,4,4,3,3,3,5,4,2,5,5,8,3,3,13.0,12.0,13.0,1494.0,247.0,2988.0,2.5,1,0,0,0,0,0,0,0,0,1,1
2575,535152280,20,RL,70.0,8400.0,Pave,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,CBlock,623.0,0.0,556.0,1179.0,GasA,Y,1364.0,0.0,0.0,1364.0,0,0,1,1,3,1,6,1,Attchd,1,331.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3,WD ,132000,4,4,3,3,3,2,3,4,3,3,3,4,2,4,1,5,8,2,3,49.0,49.0,49.0,1364.0,60.0,2543.0,1.5,0,1,0,0,0,0,0,0,0,0,1
867,907253130,60,RL,69.05520046484602,11050.0,Pave,Lvl,Inside,CollgCr,PosN,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,TA,PConc,904.0,0.0,536.0,1440.0,GasA,Y,1476.0,677.0,0.0,2153.0,1,0,2,1,3,1,8,2,Attchd,3,736.0,253.0,142.0,0.0,0.0,0.0,0.0,0.0,5,WD ,313000,4,4,3,4,3,5,5,5,3,3,3,5,2,6,1,5,8,3,3,9.0,9.0,9.0,2153.0,142.0,3593.0,3.5,0,1,0,0,1,1,1,1,1,1,1
2879,911175360,50,C (all),60.0,11040.0,Pave,Low,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,637.0,0.0,0.0,637.0,GasA,Y,897.0,439.0,0.0,1336.0,0,0,1,1,3,1,7,0,CarPort,1,570.0,0.0,47.0,120.0,0.0,0.0,0.0,0.0,9,COD,108000,4,4,2,3,3,3,3,0,3,3,3,4,1,3,1,5,8,1,3,86.0,56.0,12.0,1336.0,167.0,1973.0,1.5,0,0,0,0,0,0,0,0,0,0,0
1494,908128110,60,RL,60.0,6931.0,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,TA,PConc,0.0,0.0,746.0,746.0,GasA,Y,760.0,896.0,0.0,1656.0,0,0,2,1,3,1,7,1,BuiltIn,2,397.0,178.0,128.0,0.0,0.0,0.0,0.0,0.0,7,WD ,165400,4,4,3,4,3,4,4,4,3,3,3,5,1,1,1,5,8,3,3,5.0,4.0,5.0,1656.0,128.0,2402.0,2.5,0,0,0,0,1,0,1,1,1,1,1
2771,907130110,60,RL,65.0,12438.0,Pave,Lvl,Inside,CollgCr,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,TA,PConc,0.0,0.0,781.0,781.0,GasA,Y,795.0,704.0,0.0,1499.0,0,0,2,1,3,1,6,1,Attchd,2,473.0,413.0,91.0,0.0,0.0,0.0,0.0,0.0,8,WD ,187000,3,4,3,4,3,4,4,3,3,3,3,5,1,1,1,5,8,2,3,11.0,11.0,11.0,1499.0,91.0,2280.0,2.5,0,1,0,0,1,0,1,1,1,1,1
496,528321010,60,RL,174.0,15138.0,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,TA,PConc,689.0,0.0,773.0,1462.0,GasA,Y,1490.0,1304.0,0.0,2794.0,1,0,2,1,4,1,9,1,Attchd,3,810.0,0.0,146.0,202.0,0.0,0.0,0.0,0.0,7,WD ,403000,3,4,3,4,3,4,5,3,3,3,3,5,1,6,1,5,8,3,3,14.0,13.0,14.0,2794.0,348.0,4256.0,3.5,1,0,0,0,1,0,1,1,1,1,1
1651,527327050,60,RL,69.05520046484602,12046.0,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,CBlock,156.0,0.0,692.0,848.0,GasA,Y,1118.0,912.0,0.0,2030.0,0,0,2,1,4,1,8,1,Attchd,2,551.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,6,WD ,195000,3,4,3,3,3,3,4,3,3,3,3,3,1,2,1,5,8,3,3,31.0,31.0,31.0,2030.0,224.0,2878.0,2.5,0,0,0,0,1,0,0,0,1,0,1
1913,535105110,80,RL,100.0,9600.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,CBlock,600.0,0.0,618.0,1218.0,GasA,Y,1254.0,0.0,0.0,1254.0,1,0,1,0,3,1,6,1,Attchd,2,525.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,5,WD ,158500,3,4,3,3,3,3,3,4,3,3,3,3,3,5,1,5,8,2,3,46.0,46.0,46.0,1254.0,168.0,2472.0,2.0,0,1,0,0,0,1,0,0,1,0,1
2790,907251100,60,RL,90.0,11367.0,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,TA,PConc,932.0,0.0,133.0,1065.0,GasA,Y,1091.0,898.0,0.0,1989.0,1,0,2,1,3,1,7,1,Attchd,2,586.0,199.0,60.0,0.0,0.0,0.0,0.0,0.0,11,WD ,255000,4,4,3,4,3,4,4,4,3,3,3,5,2,6,1,5,8,3,3,4.0,4.0,4.0,1989.0,60.0,3054.0,3.5,0,1,0,0,1,0,1,1,1,1,1
1541,909428170,20,RL,56.0,26073.0,Pave,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,PConc,1116.0,0.0,782.0,1898.0,GasA,Y,1898.0,0.0,0.0,1898.0,0,0,2,1,3,1,7,2,Attchd,2,484.0,0.0,51.0,224.0,0.0,0.0,0.0,0.0,4,WD ,236500,3,4,3,3,3,3,3,3,3,3,3,5,1,3,1,4,8,1,3,52.0,52.0,52.0,1898.0,275.0,3796.0,2.5,0,1,0,1,0,0,0,0,0,1,1
1684,527455250,20,RL,65.0,7150.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,CBlock,725.0,0.0,263.0,988.0,GasA,Y,988.0,0.0,0.0,988.0,1,0,1,0,3,1,5,0,Detchd,1,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,WD ,129250,4,4,3,3,3,3,3,0,3,3,3,3,1,4,1,5,8,1,3,41.0,41.0,33.0,988.0,0.0,1976.0,2.0,0,1,0,0,0,1,0,0,1,0,0
301,909475140,20,RL,100.0,15602.0,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,CBlock,1247.0,0.0,254.0,1501.0,GasA,Y,1801.0,0.0,0.0,1801.0,1,0,2,0,1,1,6,2,Attchd,2,484.0,0.0,54.0,0.0,0.0,161.0,0.0,0.0,3,WD ,289000,3,4,3,3,3,3,3,3,3,3,3,3,1,5,1,5,8,3,3,51.0,13.0,51.0,1801.0,215.0,3302.0,3.0,0,1,0,0,0,0,0,0,0,0,1
1569,914476080,90,RL,76.0,10260.0,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,2Story,5,4,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,0.0,0.0,0.0,0.0,GasA,Y,936.0,936.0,0.0,1872.0,0,0,2,2,4,2,8,0,Attchd,2,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,WD ,100000,4,4,3,3,3,0,3,0,3,0,3,3,1,0,0,5,8,1,3,32.0,32.0,32.0,1872.0,0.0,1872.0,3.0,0,0,0,0,1,0,0,0,0,0,1
2153,907275150,60,RL,69.05520046484602,12728.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,TA,PConc,1198.0,0.0,333.0,1531.0,GasA,Y,1531.0,908.0,0.0,2439.0,1,0,2,1,4,1,7,1,Attchd,2,560.0,184.0,121.0,0.0,0.0,0.0,0.0,0.0,1,WD ,275000,4,4,3,4,3,4,4,3,3,3,3,5,2,6,1,5,8,3,3,6.0,6.0,6.0,2439.0,121.0,3970.0,3.5,0,1,0,0,1,0,1,1,1,1,1
1467,907265100,60,RL,96.0,11690.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,TA,PConc,0.0,0.0,850.0,850.0,GasA,Y,886.0,878.0,0.0,1764.0,0,0,2,1,3,1,7,1,Attchd,2,560.0,120.0,29.0,0.0,0.0,0.0,0.0,0.0,6,WD ,207000,3,4,3,4,3,4,4,3,3,3,3,5,3,1,1,5,8,1,3,9.0,8.0,9.0,1764.0,29.0,2614.0,2.5,0,1,0,0,1,0,1,1,1,1,1
2540,534226060,20,RL,71.0,9230.0,Pave,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,8,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,CBlock,661.0,0.0,203.0,864.0,GasA,Y,1200.0,0.0,0.0,1200.0,1,0,1,1,1,1,6,0,Detchd,2,884.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,10,WD ,146000,4,4,3,3,3,3,4,0,3,3,3,4,2,6,1,5,8,1,3,41.0,8.0,29.0,1200.0,64.0,2064.0,2.5,0,1,0,0,0,1,0,0,1,0,0
2368,527450460,160,RM,21.0,1890.0,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,CBlock,282.0,0.0,212.0,494.0,GasA,Y,494.0,536.0,0.0,1030.0,0,0,1,1,3,1,6,0,Detchd,1,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,WD ,116000,4,4,3,3,3,3,3,0,3,3,3,5,1,5,1,5,8,1,3,34.0,34.0,33.0,1030.0,0.0,1524.0,1.5,0,0,0,0,1,0,0,0,1,0,0
874,907285020,60,RL,69.05520046484602,9375.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,PConc,739.0,0.0,318.0,1057.0,GasA,Y,1057.0,977.0,0.0,2034.0,1,0,2,1,3,1,8,0,Attchd,2,645.0,576.0,36.0,0.0,0.0,0.0,0.0,0.0,2,WD ,219500,4,4,3,3,3,4,4,0,3,3,3,5,1,6,1,5,8,2,3,12.0,11.0,11.0,2034.0,36.0,3091.0,3.5,0,1,0,0,1,0,1,1,1,1,1
463,528188020,120,RL,48.0,3480.0,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,TA,PConc,0.0,0.0,1405.0,1405.0,GasA,Y,1405.0,0.0,0.0,1405.0,0,0,2,0,2,1,6,1,Attchd,2,478.0,148.0,36.0,0.0,0.0,0.0,0.0,0.0,11,WD ,173000,4,4,3,4,3,4,4,3,3,3,3,5,1,1,1,5,8,2,3,6.0,6.0,6.0,1405.0,36.0,2810.0,2.0,1,0,0,0,0,0,1,1,1,1,1
784,905377010,20,RL,69.05520046484602,17140.0,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,1059.0,0.0,75.0,1134.0,GasA,Y,1229.0,0.0,0.0,1229.0,0,0,1,0,3,1,6,0,Attchd,1,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,WD ,135000,4,4,3,3,3,3,3,0,3,3,3,5,1,5,1,4,8,2,3,53.0,53.0,53.0,1229.0,0.0,2363.0,1.0,0,0,0,0,0,0,1,1,0,0,1
2149,907260050,60,RL,70.0,8749.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,654.0,0.0,325.0,979.0,GasA,Y,992.0,940.0,0.0,1932.0,1,0,2,1,3,1,7,1,Attchd,2,610.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,6,WD ,213000,4,4,3,4,3,4,4,4,3,3,3,5,1,6,1,5,8,2,3,4.0,4.0,4.0,1932.0,120.0,2911.0,3.5,0,1,0,0,1,0,1,1,0,1,1
2069,905226130,20,RL,91.0,11375.0,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,736.0,0.0,231.0,967.0,GasA,Y,1299.0,0.0,0.0,1299.0,0,0,1,0,3,1,6,1,Attchd,2,494.0,81.0,0.0,280.0,0.0,0.0,0.0,0.0,10,WD ,150000,4,4,3,3,3,3,4,3,3,3,3,3,1,3,1,5,8,1,3,53.0,12.0,53.0,1299.0,280.0,2266.0,1.0,0,0,0,0,0,0,1,1,0,0,1
1743,528228275,120,RL,53.0,3922.0,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,TA,PConc,0.0,0.0,1258.0,1258.0,GasA,Y,1402.0,0.0,0.0,1402.0,0,2,0,2,2,1,7,1,Attchd,3,648.0,120.0,16.0,0.0,0.0,0.0,0.0,0.0,2,New,194201,4,4,3,4,3,5,4,4,3,3,3,5,3,1,1,5,8,3,3,1.0,0.0,1.0,1402.0,16.0,2660.0,2.0,0,1,0,0,0,0,1,1,1,1,1
472,528228450,120,RL,43.0,3182.0,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,PConc,16.0,0.0,1330.0,1346.0,GasA,Y,1504.0,0.0,0.0,1504.0,0,0,2,0,1,1,7,1,Attchd,2,457.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,5,WD ,181000,4,4,3,4,3,4,4,4,3,3,3,5,1,6,1,5,8,3,3,4.0,3.0,4.0,1504.0,0.0,2850.0,2.0,0,1,0,0,0,0,1,1,1,1,1
1921,535154080,20,RL,75.0,9750.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,CBlock,608.0,0.0,834.0,1442.0,GasA,Y,1442.0,0.0,0.0,1442.0,0,0,1,1,4,1,7,0,Attchd,1,301.0,0.0,0.0,275.0,0.0,0.0,0.0,500.0,4,COD,157900,4,4,3,3,3,3,3,0,3,3,3,4,1,3,1,5,8,2,3,49.0,49.0,49.0,1442.0,275.0,2884.0,1.5,0,1,0,0,0,0,0,0,1,0,1
2778,907187010,60,RL,72.0,13426.0,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,894.0,0.0,57.0,951.0,GasA,Y,951.0,828.0,0.0,1779.0,1,0,2,1,3,1,7,1,Attchd,2,586.0,208.0,107.0,0.0,0.0,0.0,0.0,0.0,9,WD ,217000,3,4,3,4,3,4,4,3,3,3,3,5,2,6,1,5,8,3,3,7.0,6.0,7.0,1779.0,107.0,2730.0,3.5,0,1,0,0,1,0,1,1,0,1,1
526,528480040,60,FV,85.0,10574.0,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,1082.0,1082.0,GasA,Y,1082.0,871.0,0.0,1953.0,0,0,2,1,3,1,9,1,Attchd,3,1043.0,160.0,50.0,0.0,0.0,0.0,0.0,0.0,5,WD ,252000,4,4,3,4,3,4,4,4,3,3,3,5,2,1,1,5,8,2,3,4.0,3.0,4.0,1953.0,50.0,3035.0,2.5,0,1,1,0,1,0,1,1,0,1,1
2795,907262080,60,RL,70.0,8726.0,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,872.0,872.0,GasA,Y,872.0,1037.0,0.0,1909.0,0,0,2,1,4,1,8,0,BuiltIn,2,529.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,9,WD ,197000,4,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,4.0,4.0,4.0,1909.0,108.0,2781.0,2.5,0,1,0,0,1,0,1,1,0,1,1
478,528240030,60,RL,62.0,7984.0,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,PConc,0.0,0.0,868.0,868.0,GasA,Y,868.0,762.0,0.0,1630.0,0,0,2,1,3,1,7,1,BuiltIn,2,436.0,120.0,48.0,0.0,0.0,0.0,0.0,0.0,9,WD ,189500,3,4,3,4,3,4,4,4,3,3,3,5,1,1,1,5,8,3,3,5.0,4.0,5.0,1630.0,48.0,2498.0,2.5,0,1,0,0,1,0,1,1,1,1,1
2841,909101050,50,RL,45.0,8248.0,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,BrkTil,0.0,0.0,686.0,686.0,GasW,Y,686.0,564.0,0.0,1250.0,0,1,1,1,3,1,7,0,Detchd,1,280.0,207.0,0.0,96.0,0.0,0.0,0.0,0.0,7,WD ,116000,4,4,3,3,3,3,2,0,3,3,3,4,1,1,1,5,8,1,2,88.0,56.0,51.0,1250.0,96.0,1936.0,2.0,0,0,0,0,0,0,0,0,0,0,0
119,534251320,20,RL,69.05520046484602,9790.0,Pave,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,CBlock,569.0,81.0,678.0,1328.0,GasA,Y,1328.0,0.0,0.0,1328.0,1,0,1,1,3,1,6,2,Attchd,2,528.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6,WD ,143000,4,4,3,3,3,3,3,4,3,3,3,3,1,5,3,5,8,1,3,47.0,47.0,47.0,1328.0,26.0,2656.0,2.5,0,0,0,0,0,1,0,0,1,0,1
1960,535451040,20,RL,60.0,7200.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,534.0,96.0,246.0,876.0,GasA,Y,988.0,0.0,0.0,988.0,0,0,1,0,3,1,6,0,Attchd,1,276.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5,WD ,119000,4,4,3,3,3,3,3,0,3,3,3,3,1,4,3,5,8,1,3,57.0,57.0,57.0,988.0,80.0,1864.0,1.0,0,1,0,0,0,0,0,0,0,0,1
1277,535455090,50,RL,60.0,7200.0,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,673.0,0.0,181.0,854.0,GasA,Y,854.0,424.0,0.0,1278.0,0,0,1,0,4,1,6,0,Attchd,1,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,WD ,127500,4,4,3,3,3,3,3,0,3,3,3,2,1,3,1,4,8,1,3,54.0,54.0,54.0,1278.0,0.0,2132.0,1.0,0,1,0,0,0,0,0,0,0,0,1
2466,528480110,60,FV,65.0,8125.0,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,0.0,0.0,858.0,858.0,GasA,Y,858.0,858.0,0.0,1716.0,0,0,2,1,3,1,7,0,Attchd,2,615.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,2,WD ,200825,4,4,3,4,3,4,4,0,3,3,3,5,1,1,1,5,8,2,3,1.0,1.0,1.0,1716.0,53.0,2574.0,2.5,0,1,1,0,1,0,1,1,0,1,1
2844,909101330,30,RL,60.0,8088.0,Pave,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,2,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,0.0,0.0,498.0,498.0,GasA,N,498.0,0.0,0.0,498.0,0,0,1,0,1,1,3,0,Detchd,1,216.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,ConLD,35000,4,4,3,3,3,3,3,0,2,3,2,3,1,1,1,3,8,1,1,84.0,51.0,84.0,498.0,100.0,996.0,1.0,0,0,0,0,0,0,0,0,0,0,0
1028,527357180,60,RL,69.05520046484602,12511.0,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,2Story,7,7,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,TA,PConc,988.0,0.0,432.0,1420.0,GasA,Y,1420.0,1420.0,0.0,2840.0,0,1,2,1,4,1,8,2,Attchd,4,1314.0,0.0,16.0,0.0,0.0,208.0,0.0,0.0,12,WD ,292500,3,4,3,4,3,4,4,4,3,3,4,5,1,5,1,5,6,3,3,30.0,30.0,30.0,2840.0,224.0,4260.0,3.0,0,0,0,0,1,0,0,0,1,1,1
1043,527451060,160,RM,21.0,1869.0,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,CBlock,321.0,0.0,162.0,483.0,GasA,Y,483.0,504.0,0.0,987.0,0,0,1,1,2,1,5,0,Detchd,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,WD ,106000,4,4,3,3,3,3,3,0,3,3,3,3,1,3,1,5,8,1,3,38.0,38.0,21.0,987.0,0.0,1470.0,1.5,0,0,0,0,1,0,0,0,1,0,0
231,905201030,30,RL,94.0,9259.0,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,0.0,0.0,660.0,660.0,GasA,N,756.0,0.0,0.0,756.0,0,0,1,0,2,1,4,0,Detchd,2,440.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6,WD ,85000,4,4,3,3,3,2,3,0,3,3,3,3,1,1,1,5,8,1,1,83.0,60.0,65.0,756.0,0.0,1416.0,1.0,0,0,0,0,0,0,0,0,0,0,0
461,528186010,20,RL,129.0,16770.0,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,PConc,1196.0,0.0,516.0,1712.0,GasA,Y,1712.0,0.0,0.0,1712.0,1,0,2,0,3,1,8,1,Attchd,3,701.0,218.0,183.0,0.0,0.0,0.0,0.0,0.0,9,WD ,286500,4,4,3,4,3,5,4,4,3,3,3,5,4,6,1,5,8,2,3,7.0,6.0,7.0,1712.0,183.0,3424.0,3.0,1,0,0,0,0,1,1,1,1,1,1
33,527452190,120,RL,53.0,4043.0,Pave,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,360.0,0.0,709.0,1069.0,GasA,Y,1069.0,0.0,0.0,1069.0,0,0,2,0,2,1,4,1,Attchd,2,440.0,0.0,55.0,0.0,0.0,165.0,0.0,0.0,7,WD ,127500,4,4,3,3,3,4,3,2,3,3,3,3,1,5,1,5,8,2,3,33.0,33.0,33.0,1069.0,220.0,2138.0,2.0,0,0,0,0,0,0,0,0,0,0,1
